ParentID,ParentSMILES,FragmentSMILES,MetaText
Regorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,[3*]O[3*],<INDICATION=Hepatocellular Carcinoma; Metastatic Colorectal Cancer (MCRC); Metastatic Gastrointestinal Stromal Tumor; Locally advanced Gastrointestinal stromal tumor; Unresectable Gastrointestinal stromal tumor> <TARGET=PDGFRA; MAP2K1; FGFR2; NTRK1; EPHA2; DDR2; VHL; ABL1; KDR; ZHX2; KIT; FGFR3; KRAS; RET; VEGFA; BRAF; FGFR1; FRK; ARAF; EFNA2; PTEN; DRD2; PIK3CA; FBXW7; NRAS; YES1; TEK; EGFR; MAPK11; FLT1; PDGFRB; RAF1; FLT4>
Regorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,[16*]c1ccc([16*])c(F)c1,<INDICATION=Hepatocellular Carcinoma; Metastatic Colorectal Cancer (MCRC); Metastatic Gastrointestinal Stromal Tumor; Locally advanced Gastrointestinal stromal tumor; Unresectable Gastrointestinal stromal tumor> <TARGET=PDGFRA; MAP2K1; FGFR2; NTRK1; EPHA2; DDR2; VHL; ABL1; KDR; ZHX2; KIT; FGFR3; KRAS; RET; VEGFA; BRAF; FGFR1; FRK; ARAF; EFNA2; PTEN; DRD2; PIK3CA; FBXW7; NRAS; YES1; TEK; EGFR; MAPK11; FLT1; PDGFRB; RAF1; FLT4>
Regorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,[5*]N[5*],<INDICATION=Hepatocellular Carcinoma; Metastatic Colorectal Cancer (MCRC); Metastatic Gastrointestinal Stromal Tumor; Locally advanced Gastrointestinal stromal tumor; Unresectable Gastrointestinal stromal tumor> <TARGET=PDGFRA; MAP2K1; FGFR2; NTRK1; EPHA2; DDR2; VHL; ABL1; KDR; ZHX2; KIT; FGFR3; KRAS; RET; VEGFA; BRAF; FGFR1; FRK; ARAF; EFNA2; PTEN; DRD2; PIK3CA; FBXW7; NRAS; YES1; TEK; EGFR; MAPK11; FLT1; PDGFRB; RAF1; FLT4>
Regorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,[1*]C([1*])=O,<INDICATION=Hepatocellular Carcinoma; Metastatic Colorectal Cancer (MCRC); Metastatic Gastrointestinal Stromal Tumor; Locally advanced Gastrointestinal stromal tumor; Unresectable Gastrointestinal stromal tumor> <TARGET=PDGFRA; MAP2K1; FGFR2; NTRK1; EPHA2; DDR2; VHL; ABL1; KDR; ZHX2; KIT; FGFR3; KRAS; RET; VEGFA; BRAF; FGFR1; FRK; ARAF; EFNA2; PTEN; DRD2; PIK3CA; FBXW7; NRAS; YES1; TEK; EGFR; MAPK11; FLT1; PDGFRB; RAF1; FLT4>
Regorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,[5*]N[5*],<INDICATION=Hepatocellular Carcinoma; Metastatic Colorectal Cancer (MCRC); Metastatic Gastrointestinal Stromal Tumor; Locally advanced Gastrointestinal stromal tumor; Unresectable Gastrointestinal stromal tumor> <TARGET=PDGFRA; MAP2K1; FGFR2; NTRK1; EPHA2; DDR2; VHL; ABL1; KDR; ZHX2; KIT; FGFR3; KRAS; RET; VEGFA; BRAF; FGFR1; FRK; ARAF; EFNA2; PTEN; DRD2; PIK3CA; FBXW7; NRAS; YES1; TEK; EGFR; MAPK11; FLT1; PDGFRB; RAF1; FLT4>
Regorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,[16*]c1ccc(Cl)c([16*])c1,<INDICATION=Hepatocellular Carcinoma; Metastatic Colorectal Cancer (MCRC); Metastatic Gastrointestinal Stromal Tumor; Locally advanced Gastrointestinal stromal tumor; Unresectable Gastrointestinal stromal tumor> <TARGET=PDGFRA; MAP2K1; FGFR2; NTRK1; EPHA2; DDR2; VHL; ABL1; KDR; ZHX2; KIT; FGFR3; KRAS; RET; VEGFA; BRAF; FGFR1; FRK; ARAF; EFNA2; PTEN; DRD2; PIK3CA; FBXW7; NRAS; YES1; TEK; EGFR; MAPK11; FLT1; PDGFRB; RAF1; FLT4>
Regorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,[8*]C(F)(F)F,<INDICATION=Hepatocellular Carcinoma; Metastatic Colorectal Cancer (MCRC); Metastatic Gastrointestinal Stromal Tumor; Locally advanced Gastrointestinal stromal tumor; Unresectable Gastrointestinal stromal tumor> <TARGET=PDGFRA; MAP2K1; FGFR2; NTRK1; EPHA2; DDR2; VHL; ABL1; KDR; ZHX2; KIT; FGFR3; KRAS; RET; VEGFA; BRAF; FGFR1; FRK; ARAF; EFNA2; PTEN; DRD2; PIK3CA; FBXW7; NRAS; YES1; TEK; EGFR; MAPK11; FLT1; PDGFRB; RAF1; FLT4>
Relugolix,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,[1*]C(=O)NOC,<INDICATION=Advanced Prostate Cancer> <TARGET=GNRHR; LHCGR>
Relugolix,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,[5*]N[5*],<INDICATION=Advanced Prostate Cancer> <TARGET=GNRHR; LHCGR>
Relugolix,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,[16*]c1ccc([16*])cc1,<INDICATION=Advanced Prostate Cancer> <TARGET=GNRHR; LHCGR>
Relugolix,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,[9*]n1c(=O)c2c([16*])c([14*])sc2n([9*])c1=O,<INDICATION=Advanced Prostate Cancer> <TARGET=GNRHR; LHCGR>
Relugolix,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,[4*]C[8*],<INDICATION=Advanced Prostate Cancer> <TARGET=GNRHR; LHCGR>
Relugolix,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,[5*]N(C)C,<INDICATION=Advanced Prostate Cancer> <TARGET=GNRHR; LHCGR>
Relugolix,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,[14*]c1ccc([14*])nn1,<INDICATION=Advanced Prostate Cancer> <TARGET=GNRHR; LHCGR>
Relugolix,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,[3*]OC,<INDICATION=Advanced Prostate Cancer> <TARGET=GNRHR; LHCGR>
Relugolix,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,[8*]C[8*],<INDICATION=Advanced Prostate Cancer> <TARGET=GNRHR; LHCGR>
Relugolix,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,[16*]c1c(F)cccc1F,<INDICATION=Advanced Prostate Cancer> <TARGET=GNRHR; LHCGR>
Repotrectinib,CC1CNC(=O)c2cnn3ccc(nc23)NC(C)c2cc(F)ccc2O1,CC1CNC(=O)c2cnn3ccc(nc23)NC(C)c2cc(F)ccc2O1,<INDICATION=locally active or metastatic non-small cell lung cancer> <TARGET=EML4; NTRK3; ALK; ROS1; DTX1; NTRK1; DRG2; EPHB2; DRD5P2; HBEGF; DRD5P1>
Ribociclib,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,[5*]N(C)C,<INDICATION=Advanced Breast Cancer; Metastatic Breast Cancer> <TARGET=CDK4; PIK3CA; PGR; CCND3; ALK; RB1; JAK2; ERBB2; ESR1; NRAS; CCND1; CCND2; SMARCA4; BRAF; CDK6; ESR2; PTEN; CDKN2A>
Ribociclib,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,[1*]C([6*])=O,<INDICATION=Advanced Breast Cancer; Metastatic Breast Cancer> <TARGET=CDK4; PIK3CA; PGR; CCND3; ALK; RB1; JAK2; ERBB2; ESR1; NRAS; CCND1; CCND2; SMARCA4; BRAF; CDK6; ESR2; PTEN; CDKN2A>
Ribociclib,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,[9*]n1c([14*])cc2cnc([14*])nc21,<INDICATION=Advanced Breast Cancer; Metastatic Breast Cancer> <TARGET=CDK4; PIK3CA; PGR; CCND3; ALK; RB1; JAK2; ERBB2; ESR1; NRAS; CCND1; CCND2; SMARCA4; BRAF; CDK6; ESR2; PTEN; CDKN2A>
Ribociclib,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,[5*]N[5*],<INDICATION=Advanced Breast Cancer; Metastatic Breast Cancer> <TARGET=CDK4; PIK3CA; PGR; CCND3; ALK; RB1; JAK2; ERBB2; ESR1; NRAS; CCND1; CCND2; SMARCA4; BRAF; CDK6; ESR2; PTEN; CDKN2A>
Ribociclib,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,[14*]c1ccc([16*])cn1,<INDICATION=Advanced Breast Cancer; Metastatic Breast Cancer> <TARGET=CDK4; PIK3CA; PGR; CCND3; ALK; RB1; JAK2; ERBB2; ESR1; NRAS; CCND1; CCND2; SMARCA4; BRAF; CDK6; ESR2; PTEN; CDKN2A>
Ribociclib,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,[5*]N1CCNCC1,<INDICATION=Advanced Breast Cancer; Metastatic Breast Cancer> <TARGET=CDK4; PIK3CA; PGR; CCND3; ALK; RB1; JAK2; ERBB2; ESR1; NRAS; CCND1; CCND2; SMARCA4; BRAF; CDK6; ESR2; PTEN; CDKN2A>
Ribociclib,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,[15*]C1CCCC1,<INDICATION=Advanced Breast Cancer; Metastatic Breast Cancer> <TARGET=CDK4; PIK3CA; PGR; CCND3; ALK; RB1; JAK2; ERBB2; ESR1; NRAS; CCND1; CCND2; SMARCA4; BRAF; CDK6; ESR2; PTEN; CDKN2A>
Ripretinib,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,[8*]CC,<INDICATION=Advanced Gastrointestinal Stromal Tumor (GIST)> <TARGET=CYP3A4; KIT; PDGFRB; PDGFRA; DPT>
Ripretinib,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,[9*]n1c(=O)c([16*])cc2cnc([14*])cc21,<INDICATION=Advanced Gastrointestinal Stromal Tumor (GIST)> <TARGET=CYP3A4; KIT; PDGFRB; PDGFRA; DPT>
Ripretinib,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,[16*]c1cc([16*])c(Br)cc1F,<INDICATION=Advanced Gastrointestinal Stromal Tumor (GIST)> <TARGET=CYP3A4; KIT; PDGFRB; PDGFRA; DPT>
Ripretinib,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,[5*]N[5*],<INDICATION=Advanced Gastrointestinal Stromal Tumor (GIST)> <TARGET=CYP3A4; KIT; PDGFRB; PDGFRA; DPT>
Ripretinib,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,[1*]C([1*])=O,<INDICATION=Advanced Gastrointestinal Stromal Tumor (GIST)> <TARGET=CYP3A4; KIT; PDGFRB; PDGFRA; DPT>
Ripretinib,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,[5*]N[5*],<INDICATION=Advanced Gastrointestinal Stromal Tumor (GIST)> <TARGET=CYP3A4; KIT; PDGFRB; PDGFRA; DPT>
Ripretinib,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,[16*]c1ccccc1,<INDICATION=Advanced Gastrointestinal Stromal Tumor (GIST)> <TARGET=CYP3A4; KIT; PDGFRB; PDGFRA; DPT>
Ripretinib,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,[5*]NC,<INDICATION=Advanced Gastrointestinal Stromal Tumor (GIST)> <TARGET=CYP3A4; KIT; PDGFRB; PDGFRA; DPT>
Romidepsin,CC=C1NC(=O)C2CSSCCC=CC(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O,[7*]=CC,<INDICATION=Refractory peripheral cutaneous T-cell lymphoma> <TARGET=BRAF; HDAC1; HDAC10; CDKN2D; HDAC5; GDF2; HDAC4; GAS2; HDAC6; ADAMTSL4-AS1; HDAC2; GDF9; ERBB2; KMT2A; GART; MSTN; GAPDHP1; HDAC8; HDAC9; ABCB1; GAS1; GARS1; CDKN1A; CTAG1B; HDAC3; HDAC11; BIRC5; HDAC7>
Romidepsin,CC=C1NC(=O)C2CSSCCC=CC(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O,[7*]=C1NC(=O)C2CSSCCC=CC(CC(=O)NC([13*])C(=O)N2)OC(=O)C([13*])NC1=O,<INDICATION=Refractory peripheral cutaneous T-cell lymphoma> <TARGET=BRAF; HDAC1; HDAC10; CDKN2D; HDAC5; GDF2; HDAC4; GAS2; HDAC6; ADAMTSL4-AS1; HDAC2; GDF9; ERBB2; KMT2A; GART; MSTN; GAPDHP1; HDAC8; HDAC9; ABCB1; GAS1; GARS1; CDKN1A; CTAG1B; HDAC3; HDAC11; BIRC5; HDAC7>
Romidepsin,CC=C1NC(=O)C2CSSCCC=CC(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O,[8*]C(C)C,<INDICATION=Refractory peripheral cutaneous T-cell lymphoma> <TARGET=BRAF; HDAC1; HDAC10; CDKN2D; HDAC5; GDF2; HDAC4; GAS2; HDAC6; ADAMTSL4-AS1; HDAC2; GDF9; ERBB2; KMT2A; GART; MSTN; GAPDHP1; HDAC8; HDAC9; ABCB1; GAS1; GARS1; CDKN1A; CTAG1B; HDAC3; HDAC11; BIRC5; HDAC7>
Romidepsin,CC=C1NC(=O)C2CSSCCC=CC(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O,[8*]C(C)C,<INDICATION=Refractory peripheral cutaneous T-cell lymphoma> <TARGET=BRAF; HDAC1; HDAC10; CDKN2D; HDAC5; GDF2; HDAC4; GAS2; HDAC6; ADAMTSL4-AS1; HDAC2; GDF9; ERBB2; KMT2A; GART; MSTN; GAPDHP1; HDAC8; HDAC9; ABCB1; GAS1; GARS1; CDKN1A; CTAG1B; HDAC3; HDAC11; BIRC5; HDAC7>
Rucaparib,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,[5*]NC,<INDICATION=Advanced Ovarian Cancer> <TARGET=PARP2; PARP1; PRKD2; BRCA1; CDK12; ATM; CDK1; IDH1; PALB2; CYP2D6; NRAS; DYRK1A; ARID1A; CYP1A2; ATR; PIM1; PTEN; YES1; BRCA2; BRAF; PARP3; GNAI2>
Rucaparib,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,[4*]C[8*],<INDICATION=Advanced Ovarian Cancer> <TARGET=PARP2; PARP1; PRKD2; BRCA1; CDK12; ATM; CDK1; IDH1; PALB2; CYP2D6; NRAS; DYRK1A; ARID1A; CYP1A2; ATR; PIM1; PTEN; YES1; BRCA2; BRAF; PARP3; GNAI2>
Rucaparib,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,[16*]c1ccc([16*])cc1,<INDICATION=Advanced Ovarian Cancer> <TARGET=PARP2; PARP1; PRKD2; BRCA1; CDK12; ATM; CDK1; IDH1; PALB2; CYP2D6; NRAS; DYRK1A; ARID1A; CYP1A2; ATR; PIM1; PTEN; YES1; BRCA2; BRAF; PARP3; GNAI2>
Rucaparib,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,[14*]c1[nH]c2cc(F)cc3c2c1CCNC3=O,<INDICATION=Advanced Ovarian Cancer> <TARGET=PARP2; PARP1; PRKD2; BRCA1; CDK12; ATM; CDK1; IDH1; PALB2; CYP2D6; NRAS; DYRK1A; ARID1A; CYP1A2; ATR; PIM1; PTEN; YES1; BRCA2; BRAF; PARP3; GNAI2>
Ruxolitinib,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,[8*]C([8*])CC#N,<INDICATION=Post Polycythemia Vera Myelofibrosis; Refractory Polycythemia vera> <TARGET=JAK2; SH2B3; CSF3R; JAK3; JAK1; PLAUR; VHL; CRLF2; EPHB3; EPHB2; BRAF; CYP3A4; EPHB1; TYK2; IL7R; TP53; FLT3>
Ruxolitinib,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,[15*]C1CCCC1,<INDICATION=Post Polycythemia Vera Myelofibrosis; Refractory Polycythemia vera> <TARGET=JAK2; SH2B3; CSF3R; JAK3; JAK1; PLAUR; VHL; CRLF2; EPHB3; EPHB2; BRAF; CYP3A4; EPHB1; TYK2; IL7R; TP53; FLT3>
Ruxolitinib,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,[9*]n1cc([16*])cn1,<INDICATION=Post Polycythemia Vera Myelofibrosis; Refractory Polycythemia vera> <TARGET=JAK2; SH2B3; CSF3R; JAK3; JAK1; PLAUR; VHL; CRLF2; EPHB3; EPHB2; BRAF; CYP3A4; EPHB1; TYK2; IL7R; TP53; FLT3>
Ruxolitinib,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,[14*]c1ncnc2[nH]ccc12,<INDICATION=Post Polycythemia Vera Myelofibrosis; Refractory Polycythemia vera> <TARGET=JAK2; SH2B3; CSF3R; JAK3; JAK1; PLAUR; VHL; CRLF2; EPHB3; EPHB2; BRAF; CYP3A4; EPHB1; TYK2; IL7R; TP53; FLT3>
Sacituzumab Govitecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)OCc1ccc(NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn2cc(CNC(=O)C3CCC(CN4C(=O)CC(SCC(N)C(=O)O)C4=O)CC3)nn2)cc1,[8*]CC,<INDICATION=Metastatic Triple-negative Breast Cancer> <TARGET=ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2>
Sacituzumab Govitecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)OCc1ccc(NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn2cc(CNC(=O)C3CCC(CN4C(=O)CC(SCC(N)C(=O)O)C4=O)CC3)nn2)cc1,[4*]C1(CC)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(O)cc1c2[16*],<INDICATION=Metastatic Triple-negative Breast Cancer> <TARGET=ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2>
Sacituzumab Govitecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)OCc1ccc(NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn2cc(CNC(=O)C3CCC(CN4C(=O)CC(SCC(N)C(=O)O)C4=O)CC3)nn2)cc1,[3*]O[3*],<INDICATION=Metastatic Triple-negative Breast Cancer> <TARGET=ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2>
Sacituzumab Govitecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)OCc1ccc(NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn2cc(CNC(=O)C3CCC(CN4C(=O)CC(SCC(N)C(=O)O)C4=O)CC3)nn2)cc1,[1*]C([1*])=O,<INDICATION=Metastatic Triple-negative Breast Cancer> <TARGET=ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2>
Sacituzumab Govitecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)OCc1ccc(NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn2cc(CNC(=O)C3CCC(CN4C(=O)CC(SCC(N)C(=O)O)C4=O)CC3)nn2)cc1,[3*]O[3*],<INDICATION=Metastatic Triple-negative Breast Cancer> <TARGET=ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2>
Sacituzumab Govitecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)OCc1ccc(NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn2cc(CNC(=O)C3CCC(CN4C(=O)CC(SCC(N)C(=O)O)C4=O)CC3)nn2)cc1,[4*]C[8*],<INDICATION=Metastatic Triple-negative Breast Cancer> <TARGET=ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2>
Sacituzumab Govitecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)OCc1ccc(NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn2cc(CNC(=O)C3CCC(CN4C(=O)CC(SCC(N)C(=O)O)C4=O)CC3)nn2)cc1,[16*]c1ccc([16*])cc1,<INDICATION=Metastatic Triple-negative Breast Cancer> <TARGET=ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2>
Sacituzumab Govitecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)OCc1ccc(NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn2cc(CNC(=O)C3CCC(CN4C(=O)CC(SCC(N)C(=O)O)C4=O)CC3)nn2)cc1,[5*]N[5*],<INDICATION=Metastatic Triple-negative Breast Cancer> <TARGET=ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2>
Sacituzumab Govitecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)OCc1ccc(NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn2cc(CNC(=O)C3CCC(CN4C(=O)CC(SCC(N)C(=O)O)C4=O)CC3)nn2)cc1,[1*]C(=O)C([4*])CCCCN,<INDICATION=Metastatic Triple-negative Breast Cancer> <TARGET=ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2>
Sacituzumab Govitecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)OCc1ccc(NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn2cc(CNC(=O)C3CCC(CN4C(=O)CC(SCC(N)C(=O)O)C4=O)CC3)nn2)cc1,[5*]N[5*],<INDICATION=Metastatic Triple-negative Breast Cancer> <TARGET=ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2>
Sacituzumab Govitecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)OCc1ccc(NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn2cc(CNC(=O)C3CCC(CN4C(=O)CC(SCC(N)C(=O)O)C4=O)CC3)nn2)cc1,[1*]C(=O)C[4*],<INDICATION=Metastatic Triple-negative Breast Cancer> <TARGET=ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2>
Sacituzumab Govitecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)OCc1ccc(NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn2cc(CNC(=O)C3CCC(CN4C(=O)CC(SCC(N)C(=O)O)C4=O)CC3)nn2)cc1,[3*]O[3*],<INDICATION=Metastatic Triple-negative Breast Cancer> <TARGET=ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2>
Sacituzumab Govitecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)OCc1ccc(NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn2cc(CNC(=O)C3CCC(CN4C(=O)CC(SCC(N)C(=O)O)C4=O)CC3)nn2)cc1,[1*]C(=O)C[4*],<INDICATION=Metastatic Triple-negative Breast Cancer> <TARGET=ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2>
Sacituzumab Govitecan,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)OCc1ccc(NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn2cc(CNC(=O)C3CCC(CN4C(=O)CC(SCC(N)C(=O)O)C4=O)CC3)nn2)cc1,[5*]N[5*],<INDICATION=Metastatic Triple-negative Breast Cancer> <TARGET=ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2>
