Product,EMA,FDA,EN,Other,WHO,Year,Generic,DrugBank ID,ATC,ChEMBL,Indications,Targets,Last Update,SMILES,MolWeight,LogP,NumHDonors,NumHAcceptors,SMILES_cleaned,MetaText
Pralatrexate,Y,Y,N,,N,2009.0,Y,DB06813,L01BA05,CHEMBL1201746,Cutaneous T-Cell Lymphoma (CTCL); Relapsed Peripheral T-Cell Lymphoma; Refractory Peripheral T-cell Lymphoma Unspecified,DHFR; PDF; RFC1,2024-07-24,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,477.4810000000003,0.9815999999999996,5,9,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,<INDICATION=Cutaneous T-Cell Lymphoma (CTCL); Relapsed Peripheral T-Cell Lymphoma; Refractory Peripheral T-cell Lymphoma Unspecified> <TARGET=DHFR; PDF; RFC1>
Pralsetinib,Y,Y,N,,N,2020.0,N,DB15822,L01EX23,CHEMBL4297597,Metastatic RET-fusion Non Small Cell Lung Cancer,EML4; HRAS; DRD2; KIF5B; CCDC6; PTK2B; RET,2024-07-24,CC1=CC(=NN1)NC2=NC(=NC(=C2)C)C3CCC(CC3)(C(=O)NC(C)C4=CN=C(C=C4)N5C=C(C=N5)F)OC,533.6120000000002,4.200140000000003,3,9,COC1(C(=O)NC(C)c2ccc(-n3cc(F)cn3)nc2)CCC(c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,<INDICATION=Metastatic RET-fusion Non Small Cell Lung Cancer> <TARGET=EML4; HRAS; DRD2; KIF5B; CCDC6; PTK2B; RET>
Prednisolone,Y,Y,N,,Y,1955.0,Y,DB00860,S03BA02; S02BA03; S01CB02; S01BA04; R01AD02; H02AB06; D07XA02; D07AA03; C05AA04; A07EA01,CHEMBL131,"Hypercalcemia of Malignancy; Leukemia, Acute; Malignant Lymphomas; Mycosis Fungoides (MF)",LCAT; PNPLA3; CYP3A4; ALPP; NR3C1; DSE; NFE2L2; FCGR3A; FCGR3B; CYBA; MTHFR; TSPYL1; GATA3; AR; RAC2; NR3C2; CYP3A5; BDM; TAT; G6PD; HMGB1; BGLAP; RPS19; CD34; PLG; TG; ANXA1; BAX,2024-07-25,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,360.4500000000001,1.5576,3,5,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,"<INDICATION=Hypercalcemia of Malignancy; Leukemia, Acute; Malignant Lymphomas; Mycosis Fungoides (MF)> <TARGET=LCAT; PNPLA3; CYP3A4; ALPP; NR3C1; DSE; NFE2L2; FCGR3A; FCGR3B; CYBA; MTHFR; TSPYL1; GATA3; AR; RAC2; NR3C2; CYP3A5; BDM; TAT; G6PD; HMGB1; BGLAP; RPS19; CD34; PLG; TG; ANXA1; BAX>"
Prednisone,N,Y,Y,,N,1955.0,Y,DB00635,H02AB07; A07EA03,CHEMBL635,"Acute Lymphoblastic Leukaemias (ALL); Aggressive Lymphoma; Hypercalcemia of Malignancy; Leukemia, Acute; Leukemias; Malignant Lymphomas; Metastatic Castration Resistant Prostate Cancer; Mycosis Fungoides (MF)",BMP7; TYMS; GSTM1; GSTP1; MIR4268; MC2R; NOS3; DOK5; ITGB2; TG; CXCL12; CYP3A5; CALCA; CYP3A4; VWF; MIR3117; CYP2C9; SLC19A1; TYMSOS; GSTA1; TPMT; IFNG; CYP1A2; GATA3; PTPRC; APOE; LINC00251; NCF4; AR; MYC; MBP; HSD17B10; NR3C1; NFATC1; CTLA4; CYBA; EDNRA; ABCB1; ATF5; BDM; ANXA1; CYP2D6; CYP2C19,2024-07-25,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,358.434,1.7658,2,5,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,"<INDICATION=Acute Lymphoblastic Leukaemias (ALL); Aggressive Lymphoma; Hypercalcemia of Malignancy; Leukemia, Acute; Leukemias; Malignant Lymphomas; Metastatic Castration Resistant Prostate Cancer; Mycosis Fungoides (MF)> <TARGET=BMP7; TYMS; GSTM1; GSTP1; MIR4268; MC2R; NOS3; DOK5; ITGB2; TG; CXCL12; CYP3A5; CALCA; CYP3A4; VWF; MIR3117; CYP2C9; SLC19A1; TYMSOS; GSTA1; TPMT; IFNG; CYP1A2; GATA3; PTPRC; APOE; LINC00251; NCF4; AR; MYC; MBP; HSD17B10; NR3C1; NFATC1; CTLA4; CYBA; EDNRA; ABCB1; ATF5; BDM; ANXA1; CYP2D6; CYP2C19>"
Procarbazine,N,Y,Y,,Y,1969.0,N,DB01168,L01XB01,CHEMBL1321,Non-Hodgkin's Lymphoma (NHL); Oligodendrogliomas; Primary Central Nervous System Lymphoma (PCNSL); Stage III Hodgkin's Disease; Stage IV Hodgkin's Disease,CYP1A2; BAX; EPM2AIP1; CSF2; ALOX15,2024-07-24,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,221.304,1.0488,3,3,CNNCc1ccc(C(=O)NC(C)C)cc1,<INDICATION=Non-Hodgkin's Lymphoma (NHL); Oligodendrogliomas; Primary Central Nervous System Lymphoma (PCNSL); Stage III Hodgkin's Disease; Stage IV Hodgkin's Disease> <TARGET=CYP1A2; BAX; EPM2AIP1; CSF2; ALOX15>
Quizartinib,Y,Y,N,,N,2023.0,N,DB12874,L01EX11,CHEMBL576982,Newly Diagnosed Acute Myeloid Leukemia (AML),DNMT3A; RET; FLT3; DPP6; TET2; DPYD; CSF1R; FGF2; DPYS; PTK2B; DPP4; DPT; KIT; PDGFRB; JAK3; NRAS; PDGFRA; CBL; IDH2,2024-07-24,CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=CN4C5=C(C=C(C=C5)OCCN6CCOCC6)SC4=N3,560.6800000000003,5.856500000000006,2,9,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,<INDICATION=Newly Diagnosed Acute Myeloid Leukemia (AML)> <TARGET=DNMT3A; RET; FLT3; DPP6; TET2; DPYD; CSF1R; FGF2; DPYS; PTK2B; DPP4; DPT; KIT; PDGFRB; JAK3; NRAS; PDGFRA; CBL; IDH2>
Raltitrexed,N,N,Y,Canada,N,1996.0,N,DB00293,L01BA03,CHEMBL225071,Advanced Colorectal Cancer; Pleural Mesotheliomas,CDK2; TYMS; CDKN1B; SLC19A1; ALB; GCGR; DHFR,2024-07-24,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)N1,458.4960000000002,1.9772199999999995,4,7,Cc1nc2ccc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)cc2c(=O)[nH]1,<INDICATION=Advanced Colorectal Cancer; Pleural Mesotheliomas> <TARGET=CDK2; TYMS; CDKN1B; SLC19A1; ALB; GCGR; DHFR>
Ranimustine,N,N,N,Japan,N,,,DB13832,L01AD07,CHEMBL2105348,,,2020-09-22,COC1C(C(C(C(O1)CNC(=O)N(CCCl)N=O)O)O)O,327.721,-1.6277999999999992,4,8,COC1OC(CNC(=O)N(CCCl)N=O)C(O)C(O)C1O,<INDICATION=nan> <TARGET=nan>
Regorafenib,Y,Y,N,,N,2012.0,N,DB08896,L01EX05,CHEMBL1946170,Hepatocellular Carcinoma; Metastatic Colorectal Cancer (MCRC); Metastatic Gastrointestinal Stromal Tumor; Locally advanced Gastrointestinal stromal tumor; Unresectable Gastrointestinal stromal tumor,PDGFRA; MAP2K1; FGFR2; NTRK1; EPHA2; DDR2; VHL; ABL1; KDR; ZHX2; KIT; FGFR3; KRAS; RET; VEGFA; BRAF; FGFR1; FRK; ARAF; EFNA2; PTEN; DRD2; PIK3CA; FBXW7; NRAS; YES1; TEK; EGFR; MAPK11; FLT1; PDGFRB; RAF1; FLT4,2024-07-24,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,482.8210000000001,5.688800000000001,3,4,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,<INDICATION=Hepatocellular Carcinoma; Metastatic Colorectal Cancer (MCRC); Metastatic Gastrointestinal Stromal Tumor; Locally advanced Gastrointestinal stromal tumor; Unresectable Gastrointestinal stromal tumor> <TARGET=PDGFRA; MAP2K1; FGFR2; NTRK1; EPHA2; DDR2; VHL; ABL1; KDR; ZHX2; KIT; FGFR3; KRAS; RET; VEGFA; BRAF; FGFR1; FRK; ARAF; EFNA2; PTEN; DRD2; PIK3CA; FBXW7; NRAS; YES1; TEK; EGFR; MAPK11; FLT1; PDGFRB; RAF1; FLT4>
Relugolix,Y,Y,N,,N,2020.0,N,DB11853,L02BX04,CHEMBL1800159,Advanced Prostate Cancer,GNRHR; LHCGR,2024-02-07,CN(C)CC1=C(SC2=C1C(=O)N(C(=O)N2CC3=C(C=CC=C3F)F)C4=NN=C(C=C4)OC)C5=CC=C(C=C5)NC(=O)NOC,623.6420000000002,3.7505000000000015,2,11,CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,<INDICATION=Advanced Prostate Cancer> <TARGET=GNRHR; LHCGR>
Repotrectinib,N,Y,N,,N,2023.0,N,DB16826,L01EX28,CHEMBL4298138,locally active or metastatic non-small cell lung cancer,EML4; NTRK3; ALK; ROS1; DTX1; NTRK1; DRG2; EPHB2; DRD5P2; HBEGF; DRD5P1,2024-07-24,CC1CNC(=O)C2=C3N=C(C=CN3N=C2)NC(C4=C(O1)C=CC(=C4)F)C,355.3730000000001,2.552200000000001,2,6,CC1CNC(=O)c2cnn3ccc(nc23)NC(C)c2cc(F)ccc2O1,<INDICATION=locally active or metastatic non-small cell lung cancer> <TARGET=EML4; NTRK3; ALK; ROS1; DTX1; NTRK1; DRG2; EPHB2; DRD5P2; HBEGF; DRD5P1>
Ribociclib,Y,Y,N,,N,2017.0,N,DB11730,L01EF02,CHEMBL3545110,Advanced Breast Cancer; Metastatic Breast Cancer,CDK4; PIK3CA; PGR; CCND3; ALK; RB1; JAK2; ERBB2; ESR1; NRAS; CCND1; CCND2; SMARCA4; BRAF; CDK6; ESR2; PTEN; CDKN2A,2024-07-24,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,434.5480000000002,2.7964,2,8,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,<INDICATION=Advanced Breast Cancer; Metastatic Breast Cancer> <TARGET=CDK4; PIK3CA; PGR; CCND3; ALK; RB1; JAK2; ERBB2; ESR1; NRAS; CCND1; CCND2; SMARCA4; BRAF; CDK6; ESR2; PTEN; CDKN2A>
Ripretinib,Y,Y,N,,N,2020.0,N,DB14840,L01EX19,CHEMBL4216467,Advanced Gastrointestinal Stromal Tumor (GIST),CYP3A4; KIT; PDGFRB; PDGFRA; DPT,2024-07-24,CCN1C2=CC(=NC=C2C=C(C1=O)C3=CC(=C(C=C3Br)F)NC(=O)NC4=CC=CC=C4)NC,510.3670000000001,5.670700000000004,3,5,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,<INDICATION=Advanced Gastrointestinal Stromal Tumor (GIST)> <TARGET=CYP3A4; KIT; PDGFRB; PDGFRA; DPT>
Romidepsin,Y,Y,N,,N,2009.0,Y,DB06176,L01XH02,CHEMBL343448,Refractory peripheral cutaneous T-cell lymphoma,BRAF; HDAC1; HDAC10; CDKN2D; HDAC5; GDF2; HDAC4; GAS2; HDAC6; ADAMTSL4-AS1; HDAC2; GDF9; ERBB2; KMT2A; GART; MSTN; GAPDHP1; HDAC8; HDAC9; ABCB1; GAS1; GARS1; CDKN1A; CTAG1B; HDAC3; HDAC11; BIRC5; HDAC7,2024-07-24,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C,540.7080000000002,1.4296000000000006,4,8,CC=C1NC(=O)C2CSSCCC=CC(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O,<INDICATION=Refractory peripheral cutaneous T-cell lymphoma> <TARGET=BRAF; HDAC1; HDAC10; CDKN2D; HDAC5; GDF2; HDAC4; GAS2; HDAC6; ADAMTSL4-AS1; HDAC2; GDF9; ERBB2; KMT2A; GART; MSTN; GAPDHP1; HDAC8; HDAC9; ABCB1; GAS1; GARS1; CDKN1A; CTAG1B; HDAC3; HDAC11; BIRC5; HDAC7>
Rucaparib,Y,Y,N,,N,2016.0,N,DB12332,L01XK03,CHEMBL1173055,Advanced Ovarian Cancer,PARP2; PARP1; PRKD2; BRCA1; CDK12; ATM; CDK1; IDH1; PALB2; CYP2D6; NRAS; DYRK1A; ARID1A; CYP1A2; ATR; PIM1; PTEN; YES1; BRCA2; BRAF; PARP3; GNAI2,2024-07-24,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,323.3709999999999,2.9793000000000003,3,2,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,<INDICATION=Advanced Ovarian Cancer> <TARGET=PARP2; PARP1; PRKD2; BRCA1; CDK12; ATM; CDK1; IDH1; PALB2; CYP2D6; NRAS; DYRK1A; ARID1A; CYP1A2; ATR; PIM1; PTEN; YES1; BRCA2; BRAF; PARP3; GNAI2>
Ruxolitinib,Y,Y,N,,N,2011.0,N,DB08877,L01EJ01,CHEMBL1789941,Post Polycythemia Vera Myelofibrosis; Refractory Polycythemia vera,JAK2; SH2B3; CSF3R; JAK3; JAK1; PLAUR; VHL; CRLF2; EPHB3; EPHB2; BRAF; CYP3A4; EPHB1; TYK2; IL7R; TP53; FLT3,2024-07-24,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,306.37300000000005,3.466380000000002,1,5,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,<INDICATION=Post Polycythemia Vera Myelofibrosis; Refractory Polycythemia vera> <TARGET=JAK2; SH2B3; CSF3R; JAK3; JAK1; PLAUR; VHL; CRLF2; EPHB3; EPHB2; BRAF; CYP3A4; EPHB1; TYK2; IL7R; TP53; FLT3>
Sacituzumab Govitecan,Y,Y,N,,N,2020.0,N,DB12893,L01FX17,CHEMBL3545262,Metastatic Triple-negative Breast Cancer,ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2,2024-07-24,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)OC(=O)OCC5=CC=C(C=C5)NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN6C=C(N=N6)CNC(=O)C7CCC(CC7)CN8C(=O)CC(C8=O)SCC(C(=O)O)N)C2=NC9=C1C=C(C=C9)O,1601.795,2.5134999999999983,8,31,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(CC)OC(=O)OCc1ccc(NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn2cc(CNC(=O)C3CCC(CN4C(=O)CC(SCC(N)C(=O)O)C4=O)CC3)nn2)cc1,<INDICATION=Metastatic Triple-negative Breast Cancer> <TARGET=ESR2; BRCA1; UGT1A1; ESR1; TOP1; UTS2R; TACSTD2; ERBB2; BRCA2>
Selinexor,Y,Y,N,,N,2019.0,N,DB11942,L01XX66,CHEMBL3545185,Refractory Multiple Myeloma,FLT3; TET2; TP53; XPO1; H2AX,2024-07-24,C1=CN=C(C=N1)NNC(=O)C=CN2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,443.311,3.386700000000001,2,7,O=C(C=Cn1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,<INDICATION=Refractory Multiple Myeloma> <TARGET=FLT3; TET2; TP53; XPO1; H2AX>
Selpercatinib,Y,Y,N,,N,2020.0,N,DB15685,L01EX22,CHEMBL4559134,Advanced RET-fusion thyroid cancer; Advanced RET-mutant medullary thyroid cancer; Metastatic RET-fusion Non Small Cell Lung Cancer; Metastatic RET-fusion thyroid cancer; Metastatic RET-mutant medullary thyroid cancer,RET; KIF5B; PTK2B; CCDC6,2024-07-24,CC(C)(COC1=CN2C(=C(C=N2)C#N)C(=C1)C3=CN=C(C=C3)N4CC5CC(C4)N5CC6=CN=C(C=C6)OC)O,525.6130000000004,3.284380000000002,1,10,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,<INDICATION=Advanced RET-fusion thyroid cancer; Advanced RET-mutant medullary thyroid cancer; Metastatic RET-fusion Non Small Cell Lung Cancer; Metastatic RET-fusion thyroid cancer; Metastatic RET-mutant medullary thyroid cancer> <TARGET=RET; KIF5B; PTK2B; CCDC6>
Sonidegib,Y,Y,N,,N,2015.0,N,DB09143,L01XJ02,CHEMBL2105737,"Refractory, locally advanced Basal cell carcinoma",PTCH1; SMO; ALOX12; SUFU; FLT3; MYCN,2024-07-24,CC1CN(CC(O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F,485.50600000000014,5.821520000000004,1,5,Cc1c(C(=O)Nc2ccc(N3CC(C)OC(C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,"<INDICATION=Refractory, locally advanced Basal cell carcinoma> <TARGET=PTCH1; SMO; ALOX12; SUFU; FLT3; MYCN>"
Sorafenib,Y,Y,N,,N,2005.0,Y,DB00398,L01EX02,CHEMBL1336,Advanced Renal Cell Carcinoma; Gastrointestinal Stromal Tumors; Hemangiosarcoma; Unresectable Hepatocellular Carcinoma; Locally recurrent refractory to radioactive iodine treatment Thyroid carcinoma; Metastatic refractory to radioactive iodine treatment Thyroid carcinoma,DPP6; RAF1; BRAF; CDK19; PLK4; KDR; FLT3; FLT4; RET; MAPK13; ARID1A; VEGFB; SLK; PRKCE; KIT; PDGFRB; MC4R; MAPK14; CAMK2B; KRAS; DYRK3; JAK3; NRAS; MAP3K20; ABCC2; MAP2K6; FGFR1; MAPK4; ARAF; HIPK4; FLT1; ATXN2; PDGFRA; MAP2K1; MAPK10; ABCB1; VEGFC; EFNA2; TP53; EGFR; MAPK11; FGFR3; CSF1R; MAPK12; VHL; DPT; FAH; JAK1; RPS6KB1; TAOK1; DPYS; SLC22A1; SRPK1; NTRK1; AURKB; ZHX2; ADAMTS18; MAPK6; MAPK3; LIMK1; AURKA; HIF1A; MAPK8; PIK3CA; NR1I2; ABL1; VEGFA; IDH2; TNF; BLK; AR; CTNNB1; NFE2L2; ABCG2; WWOX; NOS3; CYP2C9; HMOX1; NTRK2; CYP3A4; PTPN6; PAX8; CDH13; SLC15A2; NTRK3; CDK8; DUSP2; UGT1A9; GMNN; IRAK1; DPYSL2; PTK2B; CBL; SLCO1B1; MAPK1; MKNK2; NF1; DRD2; YES1; NTSR1; HIPK2; MAP4K5; EIF4EP1; AXL; MINK1; CYP2C8; MAPK9; CYP2B6; PTEN; EPHA2; FGF3; FGF2; LYN; MAPK7,2024-07-24,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,464.8310000000002,5.549700000000002,3,4,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,<INDICATION=Advanced Renal Cell Carcinoma; Gastrointestinal Stromal Tumors; Hemangiosarcoma; Unresectable Hepatocellular Carcinoma; Locally recurrent refractory to radioactive iodine treatment Thyroid carcinoma; Metastatic refractory to radioactive iodine treatment Thyroid carcinoma> <TARGET=DPP6; RAF1; BRAF; CDK19; PLK4; KDR; FLT3; FLT4; RET; MAPK13; ARID1A; VEGFB; SLK; PRKCE; KIT; PDGFRB; MC4R; MAPK14; CAMK2B; KRAS; DYRK3; JAK3; NRAS; MAP3K20; ABCC2; MAP2K6; FGFR1; MAPK4; ARAF; HIPK4; FLT1; ATXN2; PDGFRA; MAP2K1; MAPK10; ABCB1; VEGFC; EFNA2; TP53; EGFR; MAPK11; FGFR3; CSF1R; MAPK12; VHL; DPT; FAH; JAK1; RPS6KB1; TAOK1; DPYS; SLC22A1; SRPK1; NTRK1; AURKB; ZHX2; ADAMTS18; MAPK6; MAPK3; LIMK1; AURKA; HIF1A; MAPK8; PIK3CA; NR1I2; ABL1; VEGFA; IDH2; TNF; BLK; AR; CTNNB1; NFE2L2; ABCG2; WWOX; NOS3; CYP2C9; HMOX1; NTRK2; CYP3A4; PTPN6; PAX8; CDH13; SLC15A2; NTRK3; CDK8; DUSP2; UGT1A9; GMNN; IRAK1; DPYSL2; PTK2B; CBL; SLCO1B1; MAPK1; MKNK2; NF1; DRD2; YES1; NTSR1; HIPK2; MAP4K5; EIF4EP1; AXL; MINK1; CYP2C8; MAPK9; CYP2B6; PTEN; EPHA2; FGF3; FGF2; LYN; MAPK7>
Sotorasib,Y,Y,N,,N,2021.0,N,DB15569,L01XX73,CHEMBL4535757,"Locally Advanced Non-Small Cell Lung Cancer, Metastatic Non-Small Cell Lung Cancer",KRAS; HRAS; NRAS,2024-07-24,CC1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CN=C5C(C)C)C)C(=O)C=C,560.6050000000002,4.4814200000000035,1,8,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)C(C)C1,"<INDICATION=Locally Advanced Non-Small Cell Lung Cancer, Metastatic Non-Small Cell Lung Cancer> <TARGET=KRAS; HRAS; NRAS>"
Streptozocin,N,Y,N,,N,2005.0,N,DB00428,L01AD04,CHEMBL1651906,Stage 4 islet cell carcinoma,SI; IGFBP1; DDIT3; S100B; SSTR1; CYP7B1; CSF2; TRPV1; TH; CTSD; PTGER4; HRAS; OGA; TGFB1; THRSP; SULT1A2; CD40; BCL2; ATF2; ADCYAP1; CDKN1B; ACP5; GALP; CYP2D6; VWF; KCNJ11; UCP1; LCAT; HGF; SLC2A4; SLC5A1; RAMP3; KCNA2; MT1H; NTRK1; HP; MMP2; PRKAA1; SLC2A5; SFTPB; SST; PREP; MYO9B; ENO2; PIK3CA; SLC16A3,2024-07-24,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,265.222,-2.890899999999998,5,8,CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,<INDICATION=Stage 4 islet cell carcinoma> <TARGET=SI; IGFBP1; DDIT3; S100B; SSTR1; CYP7B1; CSF2; TRPV1; TH; CTSD; PTGER4; HRAS; OGA; TGFB1; THRSP; SULT1A2; CD40; BCL2; ATF2; ADCYAP1; CDKN1B; ACP5; GALP; CYP2D6; VWF; KCNJ11; UCP1; LCAT; HGF; SLC2A4; SLC5A1; RAMP3; KCNA2; MT1H; NTRK1; HP; MMP2; PRKAA1; SLC2A5; SFTPB; SST; PREP; MYO9B; ENO2; PIK3CA; SLC16A3>
Sunitinib,Y,Y,N,,N,2006.0,Y,DB01268,L01EX01,CHEMBL535,"Advanced Renal Cell Carcinoma; Soft Tissue Sarcoma (STS); Thyroid Cancers; Metastatic Pancreatic Neuroendocrine Tumors; Refractory Gastrointestinal stromal tumor; Unresectable, locally advanced Pancreatic Neuroendocrine Tumors",FLT1; PDGFRA; DPT; IL4R; KDR; KIT; DPP6; PDGFRB; RET; PDGFB; BAP1; PDGFA; NOS3; VHL; PTPN12; PDGFD; TP53; NR1I2; FGFR2; SLCO1B3; DPYSL2; FLT4; VEGFC; PDGFC; POR; FLT3; CSF1R; CA9; CTSV; DRD3; EWSR1; PTPRB; HIF1A; PTEN; CXCL8; LATS2; DPYS; MKI67; KDM5C; DRD2; YES1; NR1I3; CYP3A4; VEGFA; SLC22A5; FGFR1; PBRM1; PTK2B; HMOX1,2024-07-25,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,398.48200000000014,3.3349400000000022,3,3,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,"<INDICATION=Advanced Renal Cell Carcinoma; Soft Tissue Sarcoma (STS); Thyroid Cancers; Metastatic Pancreatic Neuroendocrine Tumors; Refractory Gastrointestinal stromal tumor; Unresectable, locally advanced Pancreatic Neuroendocrine Tumors> <TARGET=FLT1; PDGFRA; DPT; IL4R; KDR; KIT; DPP6; PDGFRB; RET; PDGFB; BAP1; PDGFA; NOS3; VHL; PTPN12; PDGFD; TP53; NR1I2; FGFR2; SLCO1B3; DPYSL2; FLT4; VEGFC; PDGFC; POR; FLT3; CSF1R; CA9; CTSV; DRD3; EWSR1; PTPRB; HIF1A; PTEN; CXCL8; LATS2; DPYS; MKI67; KDM5C; DRD2; YES1; NR1I3; CYP3A4; VEGFA; SLC22A5; FGFR1; PBRM1; PTK2B; HMOX1>"
Talazoparib,Y,Y,N,,N,2018.0,N,DB11760,L01XK04,CHEMBL3137320,Locally Advanced Breast Cancer (LABC); Metastatic Breast Cancer,MYCN; CDK12; MLH1; STK11; BRCA2; FLT3; SLFN11; PARP2; ATRX; GNAI2; ATR; BRAF; GNAI2P1; PSMD4; PARP1; NRAS; ARID1A; IDH1; EGFR; DNMT3A; ERBB2; IDH2; ATM; BRCA1; TET2; PALB2; PTEN,2024-07-24,CN1C(=NC=N1)C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,380.35800000000006,2.6285000000000007,2,6,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,<INDICATION=Locally Advanced Breast Cancer (LABC); Metastatic Breast Cancer> <TARGET=MYCN; CDK12; MLH1; STK11; BRCA2; FLT3; SLFN11; PARP2; ATRX; GNAI2; ATR; BRAF; GNAI2P1; PSMD4; PARP1; NRAS; ARID1A; IDH1; EGFR; DNMT3A; ERBB2; IDH2; ATM; BRCA1; TET2; PALB2; PTEN>
